2	00	00	0
5	00	05	0
1	00	10	0
6	00	10	0
3	00	15	0
1	00	30	0
2	00	30	0
1	01	10	0
6	01	10	0
3	01	15	0
1	01	30	0
2	01	30	0
1	02	05	0
1	02	10	0
1	07	00	0
5	07	20	0
1	07	30	0
1	07	30	0
6	07	30	0
1	08	00	0
2	08	00	0
3	08	00	0
5	08	00	0
1	08	05	0
6	08	05	0
1	08	30	0
5	08	40	0
1	09	00	0
2	09	00	0
3	09	00	0
1	09	05	0
6	09	05	0
1	09	30	0
2	09	30	0
5	09	40	0
1	10	00	0
2	10	00	0
3	10	00	0
1	10	05	0
6	10	05	0
1	10	30	0
3	10	30	0
5	10	40	0
2	11	00	0
1	11	10	0
1	11	10	0
6	11	10	0
5	11	20	0
1	11	30	0
2	11	30	0
1	11	45	0
1	12	00	0
2	12	00	0
3	12	05	0
5	12	05	0
1	12	10	0
6	12	10	0
1	12	30	0
2	12	30	0
5	12	40	0
3	13	05	0
1	13	10	0
5	13	20	0
1	13	30	0
3	13	30	0
2	13	45	0
5	14	05	0
1	14	10	0
1	14	10	0
6	14	10	0
1	14	30	0
2	14	30	0
3	15	00	0
5	15	05	0
1	15	10	0
1	15	10	0
6	15	10	0
2	15	15	0
1	15	30	0
3	15	30	0
3	16	05	0
5	16	05	0
1	16	10	0
1	16	10	0
6	16	10	0
2	16	15	0
1	16	30	0
1	16	50	0
2	17	00	0
3	17	05	0
5	17	05	0
1	17	10	0
1	17	10	0
6	17	10	0
1	17	30	0
1	17	50	0
2	18	00	0
5	18	05	0
1	18	10	0
1	18	10	0
6	18	10	0
3	18	15	0
1	18	30	0
1	19	00	0
2	19	00	0
6	19	00	0
5	19	05	0
1	19	10	0
3	19	20	0
1	19	30	0
1	19	50	0
2	20	00	0
5	20	05	0
1	20	10	0
1	20	10	0
6	20	10	0
3	20	15	0
1	20	30	0
1	20	50	0
2	21	00	0
5	21	05	0
1	21	10	0
6	21	10	0
3	21	15	0
1	21	30	0
1	21	50	0
2	22	00	0
5	22	05	0
1	22	10	0
6	22	10	0
3	22	15	0
1	22	30	0
2	23	00	0
5	23	05	0
1	23	10	0
6	23	10	0
3	23	15	0
1	23	30	0
